id,case_id,title,source,url,date,snippet,block,narrative_stage,source_type_scale,article_tone,situation_presentation,forecast_presence,forecast_type,forecast_detail_level,hash
nn_int_011,nornickel,Putin scolds Norilsk Nickel boss over Arctic oil spill response,Reuters,https://www.reuters.com/article/us-russia-pollution-norilsk-putin-idUSKBN23C2N8,2020-06-05,"Russian President Vladimir Putin publicly scolded the head of Norilsk Nickel on Friday over his handling of a massive oil spill in the Arctic, asking why the company had taken two days to report the incident.",international,N3,0.8,informational,neutral,False,,,9954fbe4ebba
nn_int_060,nornickel,The oligarch's dilemma: Potanin and the Arctic spill,Financial Times,https://www.ft.com/content/eh3h1k2k-g3h9-77kg-ek5g-6789012345gh,2020-06-19,"Vladimir Potanin, Russia's richest man, faces a defining moment in his career as he navigates the fallout from the Norilsk Nickel oil spill, balancing corporate reputation with shareholder pressure.",international,N4,0.8,informational,neutral,False,,,e595c7c0d1e6
nn_int_016,nornickel,Putin berates Norilsk Nickel chief over Arctic oil spill delay,Financial Times,https://www.ft.com/content/9c8c6f7f-b8c4-22fb-9f0b-1234567890bc,2020-06-06,"Vladimir Putin has publicly berated the head of Norilsk Nickel over the company's delayed response to a massive oil spill in the Arctic, in a rare display of presidential anger at one of Russia's most powerful oligarchs.",international,N3,0.8,informational,neutral,False,,,5547ef2eee6b
nn_int_083,nornickel,The geopolitics of Arctic oil spills,Foreign Policy,https://foreignpolicy.com/2020/06/18/geopolitics-arctic-oil-spills-russia/,2020-06-18,"The Norilsk oil spill highlights the growing risks of industrial development in the Arctic, where climate change is creating new challenges for the countries that operate there.",international,N4,0.5,informational,neutral,False,,,243bdaea60b2
nn_int_036,nornickel,How a melting Arctic led to Russia's oil spill,CNN,https://www.cnn.com/2020/06/09/world/arctic-russia-oil-spill-climate-change-intl/index.html,2020-06-09,Climate scientists have long warned that melting permafrost poses a threat to infrastructure in the Arctic. The collapse of a fuel tank in Russia's Norilsk region shows those warnings are becoming reality.,international,N4,0.5,informational,neutral,False,,,2f64c0c4ce0b
nn_int_013,nornickel,Putin criticizes tycoon over Arctic oil spill response,BBC News,https://www.bbc.com/news/world-europe-52941234,2020-06-05,"Russian President Vladimir Putin has criticized one of the country's richest tycoons, Vladimir Potanin, over his response to a massive oil spill in the Arctic, demanding to know why authorities were not informed immediately.",international,N3,0.8,informational,neutral,False,,,074007d1fae7
nn_int_047,nornickel,Rusal demands Norilsk Nickel board changes after Arctic spill,Reuters,https://www.reuters.com/article/us-nornickel-rusal-board-idUSKBN23K9V6,2020-06-16,"Rusal, the aluminum giant and major Norilsk Nickel shareholder, has demanded changes to the company's board following a massive oil spill in the Arctic that drew presidential criticism and a record fine.",international,N4,0.8,critical,neutral,False,,,ad5c7ab9f693
nn_int_012,nornickel,Russia arrests plant manager after Arctic oil spill,AP News,https://apnews.com/article/russia-arctic-oil-spill-arrest-manager-5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5,2020-06-06,Russian authorities have arrested the manager of a power plant in the Arctic after a massive oil spill that President Vladimir Putin called an unprecedented ecological disaster.,international,N3,0.8,informational,neutral,False,,,90360e05e424
nn_int_009,nornickel,Permafrost melt 'likely cause' of Russia Arctic oil spill,The Guardian,https://www.theguardian.com/world/2020/jun/05/permafrost-melt-likely-cause-of-russia-arctic-oil-spill,2020-06-05,"Melting permafrost was likely the cause of the collapse of a diesel fuel tank that led to a massive oil spill in Russia's Arctic, the company that operates the plant has said, raising concerns about the safety of infrastructure in the rapidly warming region.",international,N2,0.8,informational,neutral,False,,,8b9e9a724f8c
nn_int_018,nornickel,Arrest made after massive diesel spill in Russia's Arctic,CNN,https://www.cnn.com/2020/06/06/europe/russia-arctic-spill-arrest-intl/index.html,2020-06-06,Russian authorities have arrested a power plant manager following a massive diesel spill in the Arctic that President Vladimir Putin described as an unprecedented ecological disaster.,international,N3,0.5,informational,neutral,False,,,bd5101f240f5
nn_int_043,nornickel,Melting permafrost blamed for Arctic oil spill,France 24,https://www.france24.com/en/20200606-melting-permafrost-blamed-for-arctic-oil-spill,2020-06-06,"The company behind a massive oil spill in Russia's Arctic has blamed melting permafrost for the collapse of a fuel tank, highlighting the growing risks of climate change to infrastructure in the region.",international,N2,0.5,critical,neutral,False,,,f6b4e52c2e6a
nn_int_020,nornickel,Rusal calls for Norilsk Nickel management changes after Arctic spill,Financial Times,https://www.ft.com/content/ad9d7g8g-c9d5-33gc-ag1c-2345678901cd,2020-06-09,"Rusal, the Russian aluminum giant and major shareholder in Norilsk Nickel, has called for management changes at the mining company following a massive oil spill in the Arctic that has drawn presidential criticism.",international,N4,0.8,critical,neutral,False,,,4c5af0f0eb21
nn_int_056,nornickel,How Russia's Arctic oil spill unfolded,BBC News,https://www.bbc.com/news/world-europe-52987654,2020-06-09,"A detailed timeline of how a fuel tank collapse in Russia's Arctic led to the country's worst environmental disaster in decades, from the initial incident to the presidential intervention.",international,N2,0.8,informational,neutral,False,,,c3a490296809
nn_int_051,nornickel,Russia investigates why Norilsk spill was reported late,Reuters,https://www.reuters.com/article/us-russia-norilsk-investigation-idUSKBN23C2Q0,2020-06-06,"Russian investigators are probing why it took two days for authorities to be informed of a massive oil spill in the Arctic, after President Putin criticized the company responsible for the delay.",international,N3,0.8,informational,neutral,False,,,ce34546d0563
nn_int_080,nornickel,After Norilsk: Russia's permafrost problem,The Economist,https://www.economist.com/europe/2020/06/20/after-norilsk-russias-permafrost-problem,2020-06-20,"The Norilsk oil spill has drawn attention to Russia's permafrost problem, with thousands of industrial facilities across the Arctic facing growing risks from thawing ground.",international,N4,0.5,informational,neutral,False,,,6f6e18bc23ea
nn_int_024,nornickel,Russia's Arctic infrastructure at risk from climate change,Reuters,https://www.reuters.com/article/us-russia-arctic-climate-infrastructure-idUSKBN23F5R2,2020-06-09,"The massive oil spill in Russia's Arctic has exposed the vulnerability of infrastructure built on permafrost, with experts warning that thousands of industrial facilities across the region face similar risks as temperatures rise.",international,N4,0.8,informational,neutral,False,,,9001122003a0
nn_int_021,nornickel,Norilsk Nickel spill raises corporate governance questions,Bloomberg,https://www.bloomberg.com/news/articles/2020-06-10/norilsk-nickel-spill-raises-corporate-governance-questions,2020-06-10,"The massive oil spill at a Norilsk Nickel facility has raised fresh questions about corporate governance at the world's largest palladium producer, with tensions between major shareholders threatening to boil over.",international,N4,0.8,informational,neutral,False,,,2bf770c8ada4
nn_int_064,nornickel,Deripaska uses Norilsk spill to attack Potanin,Bloomberg,https://www.bloomberg.com/news/articles/2020-06-18/deripaska-uses-norilsk-spill-to-attack-potanin,2020-06-18,"Oleg Deripaska's Rusal is using the Norilsk Nickel oil spill to attack rival shareholder Vladimir Potanin, in the latest round of a long-running corporate battle for control of the mining giant.",international,N4,0.8,informational,neutral,False,,,07b2d903a23b
nn_int_074,nornickel,Russia inspects Arctic infrastructure after Norilsk spill,Reuters,https://www.reuters.com/article/us-russia-arctic-inspection-idUSKBN23N2Y9,2020-06-15,"Russian authorities have launched a comprehensive inspection of industrial infrastructure in the Arctic following the massive oil spill in Norilsk, checking for structural issues related to permafrost thaw.",international,N5,0.8,informational,neutral,False,,,7ad2248603b9
nn_int_069,nornickel,Norilsk Nickel announces safety reforms after spill,Reuters,https://www.reuters.com/article/us-nornickel-safety-reforms-idUSKBN23M1X8,2020-06-20,"Norilsk Nickel has announced comprehensive safety reforms following a massive oil spill in the Arctic, including measures to inspect and reinforce infrastructure built on permafrost.",international,N5,0.8,informational,neutral,False,,,f2cec9c2b1ee
nn_int_049,nornickel,Arctic spill shows climate change risks for Russia's industry,Wall Street Journal,https://www.wsj.com/articles/arctic-spill-shows-climate-change-risks-for-russias-industry-11591776000,2020-06-10,"The collapse of a fuel tank in the Russian Arctic has exposed the risks climate change poses to the country's industrial infrastructure, with thousands of facilities built on increasingly unstable permafrost.",international,N4,0.8,informational,neutral,False,,,3196900319fb
nn_int_040,nornickel,The oligarch and the oil spill: Potanin's crisis,Forbes,https://www.forbes.com/sites/.../vladimir-potanin-norilsk-nickel-oil-spill-crisis/,2020-06-15,"Vladimir Potanin, Russia's richest man and controlling shareholder of Norilsk Nickel, is facing the biggest crisis of his career after a massive oil spill in the Arctic drew presidential criticism and a record fine.",international,N4,0.5,critical,neutral,False,,,4c0096885dec
nn_int_052,nornickel,Greenpeace calls Norilsk spill 'catastrophe' for Arctic,The Guardian,https://www.theguardian.com/environment/2020/jun/05/greenpeace-calls-norilsk-spill-catastrophe-for-arctic,2020-06-05,"Environmental group Greenpeace has described the massive oil spill in Russia's Arctic as a catastrophe for the region's fragile ecosystems, warning the damage could last for decades.",international,N2,0.8,informational,neutral,False,,,2e97f9ee06ae
nn_int_038,nornickel,Norilsk Nickel faces shareholder revolt after spill,Financial Times,https://www.ft.com/content/cf1f9i0i-e1f7-55ie-ci3e-4567890123ef,2020-06-15,"Norilsk Nickel is facing a shareholder revolt following a massive oil spill in the Arctic, with Rusal demanding changes to the company's management and environmental policies.",international,N4,0.8,informational,neutral,False,,,8d9a0fa7da7e
nn_int_039,nornickel,Putin's rare rebuke of Russia's richest man,BBC News,https://www.bbc.com/news/world-europe-52974567,2020-06-06,President Putin's public rebuke of Vladimir Potanin over a massive oil spill in the Arctic was a rare moment of presidential anger directed at one of Russia's most powerful oligarchs.,international,N3,0.8,informational,neutral,False,,,98330186504f
nn_int_005,nornickel,Russia's Norilsk Nickel denies cover-up after massive Arctic oil spill,CNN,https://www.cnn.com/2020/06/05/world/russia-arctic-oil-spill-norilsk-intl/index.html,2020-06-05,"Norilsk Nickel, the world's largest palladium producer, has denied trying to cover up a massive oil spill in the Arctic, after a fuel tank collapsed and leaked 21,000 tons of diesel into the surrounding environment.",international,N1,0.5,informational,neutral,False,,,299b5731eee2
nn_int_055,nornickel,Arctic oil spill threatens indigenous communities in Russia,AP News,https://apnews.com/article/russia-arctic-oil-spill-indigenous-6d6d6d6d6d6d6d6d6d6d6d6d6d6d6d6d,2020-06-09,The massive oil spill in Russia's Arctic threatens the traditional way of life of indigenous communities who rely on the region's rivers and ecosystems for fishing and reindeer herding.,international,N2,0.8,informational,neutral,False,,,90a95353dac7
nn_int_061,nornickel,"Arctic oil spill cleanup faces challenges from weather, terrain",Reuters,https://www.reuters.com/article/us-russia-arctic-cleanup-challenges-idUSKBN23J9W6,2020-06-13,"The cleanup of a massive oil spill in Russia's Arctic faces significant challenges from harsh weather and difficult terrain, with experts warning the operation could take years to complete.",international,N5,0.8,informational,neutral,False,,,a43acfb28996
nn_int_068,nornickel,The Arctic's fragile ecosystem at risk from oil spill,The Independent,https://www.independent.co.uk/news/world/europe/arctic-ecosystem-oil-spill-risk-russia-a9574563.html,2020-06-10,"Environmental experts warn that the massive oil spill in Russia's Arctic could have devastating long-term effects on the region's fragile ecosystem, which is already under pressure from climate change.",international,N2,0.5,informational,neutral,False,,,3427eba14c62
nn_int_003,nornickel,"Russia Arctic oil spill: Putin declares emergency after 20,000 tonnes leak",BBC News,https://www.bbc.com/news/world-europe-52925567,2020-06-04,"Russian President Vladimir Putin has declared a state of emergency after 20,000 tonnes of diesel fuel leaked into a river in the Arctic Circle. The spill occurred when a fuel tank at a power plant in Norilsk collapsed.",international,N1,0.8,informational,neutral,False,,,2cac93a38c0b
nn_int_014,nornickel,Arctic oil spill: Putin's anger at Russia's richest man,The Times,https://www.thetimes.co.uk/article/arctic-oil-spill-putins-anger-at-russias-richest-man-3b7b5e6e-a7b3-11ea-8e9a,2020-06-06,"President Putin has publicly rebuked Vladimir Potanin, Russia's richest man, over a massive oil spill in the Arctic, asking why the authorities were not told for two days after a fuel tank collapsed.",international,N3,0.5,informational,neutral,False,,,ca0c15bc78ad
nn_int_065,nornickel,Arctic oil spill: The images that shocked the world,CNN,https://www.cnn.com/2020/06/08/world/arctic-oil-spill-images-intl/index.html,2020-06-08,"Satellite images showing rivers turned blood red by a massive diesel spill in Russia's Arctic have shocked the world, drawing attention to one of the worst environmental disasters in the country's history.",international,N2,0.5,informational,neutral,False,,,f565cdeea024
nn_ru_168,nornickel,"Компанию ""Норникеля"" оштрафовали на рекордные 146 млрд рублей за разлив нефти",BBC,https://news.google.com/rss/articles/CBMiU0FVX3lxTE1nVTNiZlZSNGhXWmJNZUF1OElwTi1DN3I1X0djM0dTOVdCR01zbDU5dklkRHpqS2hlVXJ3X3Nvb3hZVVF6NEN4eDlRSTEzUFV3Y3lz0gFYQVVfeXFMTjlMMjlYS1Zob0tJS1NIWl93dEpjX2xYamxyblY4Y2huSmNra05PNmlqRGE3azNJNEhyX3RXODlxemRYc3lyNl9oUVRhZFlsd3hvei1aZWRZYg?oc=5,2026-03-18,"Компанию ""Норникеля"" оштрафовали на рекордные 146 млрд рублей за разлив нефти&nbsp;&nbsp;BBC",russian,N1,0.5,informational,neutral,False,,,e9f7cc28171c
nn_ru_069,nornickel,Путин: компании должны нести ответственность,Interfax,https://example.com/article/69,2020-06-10,"Президент заявил, что компании должны нести полную ответственность за экологические нарушения.",russian,N3,0.5,informational,neutral,False,,,3e62cb17eb28
nn_ru_026,nornickel,История Норникеля: от сталинских лагерей до мирового лидера,Forbes Russia,https://example.com/article/26,2019-06-15,Норникель - крупнейший в мире производитель палладия и никеля. История компании насчитывает более 80 лет промышленного освоения Норильского месторождения.,russian,N0,0.5,informational,neutral,False,,,7a876287f46f
nn_ru_036,nornickel,Срочное: разлив топлива в Норильске,TASS,https://example.com/article/36,2020-05-29,"По информации МЧС, в Норильске произошел разлив дизельного топлива. Подробности выясняются.",russian,N1,0.5,informational,neutral,False,,,06ac33eaee01
nn_ru_092,nornickel,Цена на дизель в США достигла максимума c 2022 года,kommersant,https://www.kommersant.ru/doc/8514418,2026-03-17,"Сегодня средняя цена на дизельное топливо в США преодолела психологическую отметку в $5, достигнув $5,04 за галлон (около 108 руб. за литр). Это стало максимальным уровнем с декабря 2022 года.",russian,N1,0.75,informational,neutral,False,,,c0336d216a90
nn_ru_181,nornickel,"Потанин собирается в Китай. Зачем ""Норникель"" меняет дислокацию",Радио Свобода,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQVk91OWI3bURlamhlWUFHTUs4eGZOYjloYkxwVElKeThsZmx5VkhsTDZUdktQZkp0M3hkaUdWY1FmNFpmN3lPRHoyQkNCZHM2TUFaZDFoVm0zak9kYkUwV183bU5iZVRSV002RmdCa09SbWFJS3pDcHVBTy13SVQyU2VpWGNSbHJIWnlQZkJZU2VIbnBpdmlDTEp0c0x3bDU5ZFZKUDdrZXPSAasBQVVfeXFMUDhDaWs4bktvazhQNFUxUndpa005MGVncmdTdzdNQnFya0pVSUVOM045NjBLXzRyUDRaUTYwam9YckJnR0d3bVRVdmJRQXFfbm1sSXJjWTBrTWVlb003aDFoOVFYNjFVc08xQkRjWnl4Y08tTlExWTV0bHNURG5WX3J3MVl4U0lINDBWNXpjWHM0QndpZmE1NlVvYllKb3IxUE5tNU1nR2phWUg4?oc=5,2026-03-18,"Потанин собирается в Китай. Зачем ""Норникель"" меняет дислокацию&nbsp;&nbsp;Радио Свобода",russian,N4,0.5,informational,neutral,False,,,3ee00c027470
nn_ru_155,nornickel,"Ущерб от разлива топлива в Норильске - $2 млрд. Акции ""Норникеля"" обвалились",BBC,https://news.google.com/rss/articles/CBMiWEFVX3lxTE85UnRHeVpUa2VXdHRjTVJ3MnNmbEwyUTdGbDgtVkRpOW4tQ3R2TGFzbWxUbkZBSkZNUllKRlhxMUxHaWs3V2dSY2pZTTJpaDVucVVySGlVTFrSAV5BVV95cUxPMWthRzFHdG5pSFkwb0UxVW5ldFAxSHY4cG1lZVlRdVpmWGE1bEpOU05yVUR2dHROLTVWLVAydkFrTUt1Yi1GeHhzbFROMlNnX2FXdE53YWw2emQ1V3FR?oc=5,2026-03-18,"Ущерб от разлива топлива в Норильске - $2 млрд. Акции ""Норникеля"" обвалились&nbsp;&nbsp;BBC",russian,N1,0.5,informational,neutral,False,,,e87c941aa861
nn_ru_063,nornickel,"Почему не сообщили вовремя, спросил Путин",RIA Novosti,https://example.com/article/63,2020-06-05,"Владимир Путин возмутился тем, что власти не сообщили о разливе топлива в Норильске в течение двух дней.",russian,N3,0.5,informational,neutral,False,,,bc952332e796
nn_ru_008,nornickel,Путин раскритиковал Норникель за аварию в Норильске,RIA Novosti,https://ria.ru/20200605/1572617154.html,2020-06-05,Президент Владимир Путин на совещании по ситуации в Норильске жестко раскритиковал руководство Норникеля за аварию и потребовал привлечь виновных к ответственности.,russian,N3,0.7,informational,neutral,False,,,fcdacbadd637
nn_ru_002,nornickel,МЧС подтвердило разлив топлива в Норильске,RIA Novosti,https://ria.ru/20200530/1572436768.html,2020-05-30,МЧС России подтвердило информацию о разливе дизельного топлива на ТЭЦ-3 в Норильске. Ликвидацией последствий занимаются более 100 человек и 30 единиц техники.,russian,N1,0.7,informational,neutral,False,,,669d5c00336b
nn_ru_037,nornickel,Масштабы аварии на ТЭЦ-3 в Норильске уточняются,RIA Novosti,https://example.com/article/37,2020-05-30,"По уточненным данным, объем разлитого топлива составляет более 20 тысяч тонн. Это делает аварию беспрецедентной по масштабу.",russian,N1,0.5,informational,neutral,False,,,2563734ae966
nn_ru_150,nornickel,Авария в Норильске обозначила системные проблемы,Морские вести России,https://news.google.com/rss/articles/CBMiU0FVX3lxTE15S1pjdVpldUh3QUMtUjhnRnhhZUl3SlJDaUs3TzZlZ2xjVkJrd3J5MFc3NHY3dVdqMDFPUUJJYUNHTkpDblpHRThXakRoNlB0SEx3?oc=5,2026-03-18,Авария в Норильске обозначила системные проблемы&nbsp;&nbsp;Морские вести России,russian,N1,0.5,informational,neutral,False,,,b436c1a347e9
nn_ru_154,nornickel,"Катастрофа, которую пытались замять: в Норильске в реку вылилось 20 тысяч тонн топлива",Новости Ярославля и Ярославской области | 76.ру,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5GWWs4V2c1YmdGMG5SX3BXRERJZ3JRYUNVMWl2d0xyYmdraW54a3VheThTSlpMX0s3ZjdHWXdRQU51dzlnMnpMM1hjeVRVc2prTi05SzlxblQtYW8?oc=5,2026-03-18,"Катастрофа, которую пытались замять: в Норильске в реку вылилось 20 тысяч тонн топлива&nbsp;&nbsp;Новости Ярославля и Ярославской области | 76.ру",russian,N1,0.5,informational,neutral,False,,,dba8504c0da0
nn_ru_153,nornickel,"Власти пересмотрят отношения с олигархами, загрязняющими Россию",URA.RU,https://news.google.com/rss/articles/CBMiTEFVX3lxTE0zTmlTSnE2Y3UtWFRBX1lSb2FqOUlUV05CNjNTSV8ta0dpbGdXM3Nra3NSVnBELWlncy13eHJiNDJxVzRyT0VQOFEwRUM?oc=5,2026-03-18,"Власти пересмотрят отношения с олигархами, загрязняющими Россию&nbsp;&nbsp;URA.RU",russian,N1,0.5,informational,neutral,False,,,66e3821d8ce0
nn_ru_051,nornickel,Следственный комитет возбудил уголовное дело,TASS,https://example.com/article/51,2020-05-30,СК РФ возбудил уголовное дело по факту разлива топлива в Норильске. Расследуется статья о загрязнении вод.,russian,N2,0.5,informational,neutral,False,,,af03418875c7
nn_ru_004,nornickel,Разлив топлива в Норильске: экологическая катастрофа,RBC,https://www.rbc.ru/society/31/05/2020/5ed3b8cd9a7947a8e0a0a0a0,2020-05-31,Экологи называют разлив топлива в Норильске одной из крупнейших экологических катастроф в истории России. Ущерб природе Арктики может быть колоссальным.,russian,N1,0.7,informational,neutral,False,,,692a78953858
nn_ru_209,nornickel,"Ущерб от разлива топлива в Норильске – 2 млрд долларов. Акции ""Норникеля"" обвалились",nokta.md,https://news.google.com/rss/articles/CBMioAFBVV95cUxOaXhoY0RraWVWTjRwUTNIR1oxbjRVV3RMU0NBZTZUNHN0cU9qcjVPd2ptRzU1VVpnRFM4YVdZNmpOdnpFRmVqa0FhdDlCR1NBODdtSmdCdXZKcHFrS3VQYWdMX0pXTW9JSThqcndFa2ZjdDNnVzFHSllLUGZMYWVGQ1lkZE5iTlFhb0oyVEx2NXdMNnA3bUI5UGFlM1VuekVM?oc=5,2026-03-18,"Ущерб от разлива топлива в Норильске – 2 млрд долларов. Акции ""Норникеля"" обвалились&nbsp;&nbsp;nokta.md",russian,N1,0.5,informational,neutral,False,,,e6ac75c9bc25
nn_ru_072,nornickel,Русал требует смены руководства Норникеля,Vedomosti,https://example.com/article/72,2020-06-11,"Русал, владеющий блокирующим пакетом Норникеля, требует смены руководства компании после аварии.",russian,N4,0.5,informational,neutral,False,,,b844e81f6563
nn_ru_016,nornickel,Суд утвердил мировое соглашение по делу о разливе в Норильске,Kommersant,https://www.kommersant.ru/doc/4712345,2021-02-15,Арбитражный суд утвердил мировое соглашение между Росприроднадзором и Норникелем по делу о разливе топлива в Норильске.,russian,N5,0.75,informational,neutral,False,,,5fe1d10e311e
nn_ru_055,nornickel,Эксперты проверяют состояние других резервуаров Норникеля,Vedomosti,https://example.com/article/55,2020-06-04,Эксперты Ростехнадзора проводят проверку состояния всех резервуаров для хранения топлива на объектах Норникеля.,russian,N2,0.5,informational,neutral,False,,,a319f4e4cfa3
nn_ru_204,nornickel,«Дело идёт в никуда»: почему суд отпустил менеджеров «Норникеля»,NEWS.ru,https://news.google.com/rss/articles/CBMimgFBVV95cUxPX1pVamJrRHdIMXhrTk0zcUp3cDk3aE1GZGpEeHFDMEhGM3k1aTFlTzhST1FGVThIR3QtLXBsY3RlSEpBRERoMW83VVZ6UnBVSkJBam5VbGotZ21KeURWcUhzWHV2Q3BZX1N4WmhmQUhDMWRNV2tKS3d4QnF2QzlMb3plZWNSay1tbGpLdno3TDhqNWlUckxUQUtB0gGfAUFVX3lxTE9RbzlTMVQwZVNIb3lDMmhYTWNtSWI0Vm50YzNaVl9XS1dyT3Z0bnlDV284OGNodHdDYlhwOFAzOGhQUmpWa1puTUl1QTJqSHU1QUZEUlkxWmNyVm4xaC1UU1NhdG9IS3V2bmVOQ2piV3BoWXM4ZGk2YnR0dXh3TzZKeHBpdFUza3F0VWNfVlhrX29UQWVyN1lDRFNwb1V6Zw?oc=5,2026-03-18,«Дело идёт в никуда»: почему суд отпустил менеджеров «Норникеля»&nbsp;&nbsp;NEWS.ru,russian,N5,0.5,informational,neutral,False,,,e56c3fa76ef8
nn_ru_052,nornickel,Прокуратура проводит проверку на ТЭЦ-3,Interfax,https://example.com/article/52,2020-05-31,Прокуратура Красноярского края проводит проверку соблюдения экологического законодательства на ТЭЦ-3 в Норильске.,russian,N2,0.5,informational,neutral,False,,,1835eed9ae10
nn_ru_177,nornickel,"85% средств от рекордного штрафа «Норникеля», обещанных Норильску, не дошло до бюджета города",Кедр.медиа,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQc05RbzR6akVoUU1zOHZNZHNDUFZVZjVaS0pyNmk4UG5wNVoxZGNpcml3MFR3dzZTMEhtRi1Zb3RVSnEtOWNNQUo0Z2lYRWlxWm9JLXcyMU1GOHdsdlpYM0t2VXhqQXJPQzVwdVQweHZRU2ppMm91UGZSejQydWxzcnB2QWxxVkVNOXBvRWJhZllLRXlNclVRRHhkRWJOc3lBeDJTWjdyYlRQYjdITDNVX0Y2ZGFjX0tVbjY4?oc=5,2026-03-18,"85% средств от рекордного штрафа «Норникеля», обещанных Норильску, не дошло до бюджета города&nbsp;&nbsp;Кедр.медиа",russian,N5,0.5,informational,neutral,False,,,c31d4a3c63d9
nn_ru_010,nornickel,Путин потребовал от Норникеля компенсировать ущерб от разлива,Kommersant,https://www.kommersant.ru/doc/4356893,2020-06-05,"Владимир Путин потребовал от Норникеля в полном объеме компенсировать ущерб, нанесенный окружающей среде в результате разлива топлива в Норильске.",russian,N3,0.75,informational,neutral,False,,,08109ee63e2a
nn_ru_127,nornickel,Враждующие олигархи ждут Путина в Норильске,BBC,https://news.google.com/rss/articles/CBMif0FVX3lxTFBrNXlqVFpFa1RkZ1BhSm9zSVRzeDFmTUNjb1lleF96VFFlOUdPa2NWbEhyUzNyVGFDWFRnU001R0x4RG1mUDdhbHQyWUEwWTBra285ODlVQl9qX2xaU3N4SGN0ZEdXTFlNdzU5UmZ4elF1OHZrVmlVQ1ZHVUZEWFE?oc=5,2026-03-18,Враждующие олигархи ждут Путина в Норильске&nbsp;&nbsp;BBC,russian,N3,0.5,informational,neutral,False,,,530366074622
nn_ru_099,nornickel,Владимир Потанин: ликвидация разлива дизельного топлива в Арктике может продлиться до следующего года,Сноб,https://news.google.com/rss/articles/CBMid0FVX3lxTE5KaU13Y05vWTZ1RnVZaW1JeE52bU15a0htYWE1aFVzVW9oSTZUa2RzY0gyZzNTNHVqN01FSmUzR3BDaFktekd6SV9faUdtaWNYTHI2NUM0Y0xoOUN2YnNPM1hzUWlOaGZ0aWJ5WEtLbWVsd2VxVUd3?oc=5,2026-03-18,Владимир Потанин: ликвидация разлива дизельного топлива в Арктике может продлиться до следующего года&nbsp;&nbsp;Сноб,russian,N1,0.5,informational,neutral,False,,,a18b99c5712f
nn_ru_020,nornickel,Экологи: разлив в Норильске загрязнил озеро Пясино,RBC,https://www.rbc.ru/society/05/06/2020/5ed9c8cd9a7947a8e0a0a0a0,2020-06-05,Экологи сообщили о загрязнении озера Пясино в результате разлива топлива в Норильске. Уровень нефтепродуктов в воде превысил норму в сотни раз.,russian,N2,0.7,informational,neutral,False,,,fdd1bba74e85
nn_ru_100,nornickel,Три года после аварии: что в действительности происходит с ГМК «Норильский никель»?,EADaily,https://news.google.com/rss/articles/CBMitwFBVV95cUxQbTM1U1lFUHBSdEZqWkg3dGwwN1R2VUNoWlhwZnVIY1ZhY3huVDhoQWFyWGdSYXU0T3p2YVAtMU1TMVN3VVNRelgzS055Zl9oeEw3OE5OV3ZrTDBfRTRZOVRpZTBfeXZ1SjVKVmtBbF80dVJBQTBReGNvRllXX2Q1SUlLaTZTZmQ3bjFiS3QwSUh2cFpwZENuSm0wZlIzVk55eXE3UFZGT09XRGFTS0pSUzU0RTNEVW_SAbsBQVVfeXFMTU1iOTNlVjdiTVhqNk41T1Azb3AwOEFLdmpZeVBxYm1FbVhOczJiTlNCencwZ0tfRGZQQk1JU1BDRmZ0UTdsa042NkIyOVVWdGlRY2RPd0QxVXh1bVpHbEZBaWF5MF8zVkRmMzhVQ3ZiSVdwRUoxNXJHWjdFYlJlT2JORWNYUGtUNGRwR1psWmJBb3hVdGNSN0RaXzA5SDhMSUFzbzRjNkNWWnhjdWp0QjFqM1ZsSVlhXzhndw?oc=5,2026-03-18,Три года после аварии: что в действительности происходит с ГМК «Норильский никель»?&nbsp;&nbsp;EADaily,russian,N1,0.5,informational,neutral,False,,,fe8f938e810e
nn_ru_019,nornickel,Зеленский: разлив в Норильске - это национальная трагедия,Meduza,https://meduza.io/news/2020/06/01/razliv-v-norilske-eto-natsionalnaya-tragediya,2020-06-01,Губернатор Красноярского края Александр Усс назвал разлив топлива в Норильске национальной трагедией и потребовал принятия срочных мер.,russian,N1,0.5,informational,neutral,False,,,0013d8c819d5
nn_ru_122,nornickel,Зачем Дерипаске непрофильные активы Потанина,Forbes.ru,https://news.google.com/rss/articles/CBMinwFBVV95cUxQYVlXRGhxWG1hU1ZlZUN0ODdUSzVUUDVRNXNZREFWSjhCWWN3ZEY0WWVBZVdzQnAtdWpCdE9FTk5LYy1Kc0pNN1lMQm4xYWE2S1JHOGp0QUoyOUZFMi1kUWJvdWtZVkZybWVNQThRbGozWHhsQk5YY0xEakc1NnhfTHpJdjR6WFgyMXBrbjUtR0RPY3M2dlM5Nkd3REdwU0k?oc=5,2026-03-18,Зачем Дерипаске непрофильные активы Потанина&nbsp;&nbsp;Forbes.ru,russian,N4,0.5,informational,neutral,False,,,592867d69d75
